"","wave","tax.compliance","tax.compliance.1","compliance.binary","trust.president","trust.parl","education","female","urban","LPI","age","demo.satisfaction","compulsory.tax","tax.evasion","employed","corrupt.officials","serv.index","COUNTRY"
"6977","wave7",4,1,1,3,2,4,1,1,2.75,33,0.75,0.75,1,0,0.33,NA,"Côte d'Ivoire"
"6978","wave7",3,0.75,0,3,3,2,1,0,3.5,20,0.5,0.25,NA,0,NA,0.5,"Côte d'Ivoire"
"6979","wave7",4,1,1,2,2,7,0,1,0.75,52,0.25,0.5,0.33,0,0,NA,"Côte d'Ivoire"
"6980","wave7",4,1,1,1,1,2,0,0,4,42,0.5,0.5,0.33,0,0.67,0.3,"Côte d'Ivoire"
"6981","wave7",4,1,1,2,2,2,0,0,2.5,19,0.5,0.25,0.33,0,0.33,0.3,"Côte d'Ivoire"
"6982","wave7",4,1,1,0,1,3,1,0,4,42,0.5,1,0,0,0.67,0.1,"Côte d'Ivoire"
"6983","wave7",4,1,1,0,1,7,0,0,0.5,42,0.25,0.25,0.67,1,0.67,0.3,"Côte d'Ivoire"
"6984","wave7",4,1,1,1,0,2,0,0,2,20,0.5,0.25,0.33,0,0.33,0.3,"Côte d'Ivoire"
"6985","wave7",4,1,1,0,1,4,0,0,2,43,0.25,0,1,0,0.33,0.5,"Côte d'Ivoire"
"6986","wave7",3,0.75,0,3,3,4,1,0,1.25,28,0.5,1,1,0,0.33,0.5,"Côte d'Ivoire"
"6987","wave7",4,1,1,3,3,0,1,0,2.5,19,0.75,0.75,1,0,0.33,0.1,"Côte d'Ivoire"
"6988","wave7",3,0.75,0,2,2,4,0,0,2.25,42,0.5,1,0.67,0,NA,0.5,"Côte d'Ivoire"
"6989","wave7",4,1,1,1,1,5,1,0,3.75,47,0.5,0.75,0,0,0.33,0.5,"Côte d'Ivoire"
"6990","wave7",4,1,1,2,2,2,1,0,3.75,27,0.75,0.75,0.33,0,0.33,0.3,"Côte d'Ivoire"
"6991","wave7",4,1,1,2,2,4,1,0,2.25,26,0.25,0.75,0.33,0,0.33,0.3,"Côte d'Ivoire"
"6992","wave7",NA,NA,NA,0,3,0,1,0,0.5,20,NA,NA,NA,0,0.33,0.3,"Côte d'Ivoire"
"6993","wave7",4,1,1,3,3,0,0,0,0.75,74,NA,0.75,0.67,0,0.33,0.3,"Côte d'Ivoire"
"6994","wave7",3,0.75,0,3,3,3,0,0,1.25,36,1,0.75,0,0,0.33,0.1,"Côte d'Ivoire"
"6995","wave7",4,1,1,1,0,0,1,0,2.75,19,0.5,0.25,0.33,0,0.67,0.3,"Côte d'Ivoire"
"6996","wave7",3,0.75,0,0,NA,4,0,0,3.75,28,0.25,1,0,0,0.33,0.3,"Côte d'Ivoire"
"6997","wave7",NA,NA,NA,3,3,4,0,0,1.5,53,0.75,0.75,0,0,NA,0.3,"Côte d'Ivoire"
"6998","wave7",4,1,1,3,3,2,1,0,2.25,21,0.75,0,NA,0,0.33,0.3,"Côte d'Ivoire"
"6999","wave7",4,1,1,2,1,4,0,0,3,19,0.5,0,0,0,0.67,0.3,"Côte d'Ivoire"
"7000","wave7",4,1,1,1,1,3,1,0,2,29,0.75,0.5,0,0,0.33,0.3,"Côte d'Ivoire"
"7001","wave7",4,1,1,3,1,2,1,0,0.5,32,0.75,0.75,0,0,0.33,0.3,"Côte d'Ivoire"
"7002","wave7",4,1,1,3,3,2,0,0,2.25,50,0.5,0.75,1,0,1,0.3,"Côte d'Ivoire"
"7003","wave7",4,1,1,0,0,2,0,0,2.5,33,0.5,1,0.33,0,0.67,0.3,"Côte d'Ivoire"
"7004","wave7",4,1,1,2,NA,2,1,0,1.25,26,0.25,0.25,0.33,0,0.33,0.3,"Côte d'Ivoire"
"7005","wave7",4,1,1,3,3,1,1,0,2.25,24,1,1,1,0,0.33,NA,"Côte d'Ivoire"
"7006","wave7",3,0.75,0,1,1,2,1,0,3.25,32,0.75,1,0,0,0.67,NA,"Côte d'Ivoire"
"7007","wave7",4,1,1,0,0,2,0,0,1,25,0.5,0.75,0,1,0.67,0.3,"Côte d'Ivoire"
"7008","wave7",3,0.75,0,0,1,7,1,1,0.25,22,0.5,0.25,0.67,0,0.67,1,"Côte d'Ivoire"
"7009","wave7",4,1,1,0,0,2,1,0,3,29,0.5,0.25,0.33,0,0.33,0.3,"Côte d'Ivoire"
"7010","wave7",4,1,1,3,0,2,0,0,1.25,40,0.75,NA,0.67,0,0.33,0.3,"Côte d'Ivoire"
"7011","wave7",4,1,1,0,0,7,0,0,3,20,0,0,0,0,1,NA,"Côte d'Ivoire"
"7012","wave7",4,1,1,1,0,8,0,1,0.5,27,0.5,0.25,0.33,1,0.33,1,"Côte d'Ivoire"
"7013","wave7",4,1,1,3,3,0,0,0,1,24,NA,0.75,0.67,0,NA,NA,"Côte d'Ivoire"
"7014","wave7",4,1,1,0,0,7,1,1,1.25,32,0.25,0.75,0.33,0,1,1,"Côte d'Ivoire"
"7015","wave7",4,1,1,3,1,0,0,0,3.5,51,0.75,0.75,0.67,0,0.67,NA,"Côte d'Ivoire"
"7016","wave7",4,1,1,1,1,7,0,1,0.75,18,0.5,0.75,1,0,1,1,"Côte d'Ivoire"
"7017","wave7",4,1,1,1,1,2,1,0,2.75,32,0.75,0.25,0.67,0,0.67,0.3,"Côte d'Ivoire"
"7018","wave7",4,1,1,3,1,0,0,0,3,21,0.75,0.75,0.33,0,0.33,NA,"Côte d'Ivoire"
"7019","wave7",3,0.75,0,1,1,7,0,1,0.5,23,0.5,0.25,0,0,0.33,1,"Côte d'Ivoire"
"7020","wave7",4,1,1,1,1,8,1,1,0.5,30,0.5,0,0.33,1,0.33,1,"Côte d'Ivoire"
"7021","wave7",4,1,1,2,1,0,0,1,2,43,0.75,0.75,0.67,0,0.33,NA,"Côte d'Ivoire"
"7022","wave7",4,1,1,3,3,NA,1,0,1,25,1,0.75,1,0,0.33,NA,"Côte d'Ivoire"
"7023","wave7",4,1,1,3,3,2,1,0,3.25,36,0.75,0.75,0.67,0,NA,NA,"Côte d'Ivoire"
"7024","wave7",3,0.75,0,3,1,4,1,1,2.25,48,0.5,0.75,NA,0,NA,NA,"Côte d'Ivoire"
"7025","wave7",4,1,1,0,0,8,0,1,0.25,43,0.25,0.5,0.67,0,0.67,1,"Côte d'Ivoire"
"7026","wave7",4,1,1,3,3,0,0,1,2.5,21,0,1,0,0,0,NA,"Côte d'Ivoire"
"7027","wave7",4,1,1,3,3,7,1,1,0.75,28,0.75,0.75,0.33,0,0.33,1,"Côte d'Ivoire"
"7028","wave7",3,0.75,0,0,0,4,0,1,1.5,50,0.25,0,0.33,0,0,NA,"Côte d'Ivoire"
"7029","wave7",4,1,1,2,2,0,1,1,2.25,45,0.75,0.75,0.67,0,0.33,NA,"Côte d'Ivoire"
"7030","wave7",4,1,1,0,0,2,1,0,1.25,38,0.25,1,0.33,0,1,0.6,"Côte d'Ivoire"
"7031","wave7",4,1,1,0,0,5,1,0,3.5,29,0.25,1,0,1,1,0.6,"Côte d'Ivoire"
"7032","wave7",3,0.75,0,3,3,3,0,1,2.25,35,0.5,0.75,0,0,NA,NA,"Côte d'Ivoire"
"7033","wave7",4,1,1,3,3,2,1,1,2.75,28,1,1,0.67,0,0.33,NA,"Côte d'Ivoire"
"7034","wave7",4,1,1,3,1,4,1,1,1.75,18,0.75,NA,0,0,0,NA,"Côte d'Ivoire"
"7035","wave7",4,1,1,0,0,4,1,0,1,25,0.25,0.75,1,0,0.67,0.6,"Côte d'Ivoire"
"7036","wave7",4,1,1,2,1,5,1,0,2,40,0.5,0.75,0.33,0,0.33,0.6,"Côte d'Ivoire"
"7037","wave7",4,1,1,0,0,5,0,0,2,54,0.25,0.75,0.33,1,1,0.6,"Côte d'Ivoire"
"7038","wave7",4,1,1,1,0,5,0,0,2.5,26,0.25,1,0.33,0,0.67,0.6,"Côte d'Ivoire"
"7039","wave7",4,1,1,3,3,5,0,0,0,32,0.75,1,0.67,1,0.33,0.6,"Côte d'Ivoire"
"7040","wave7",4,1,1,0,0,5,0,0,3.25,32,0.25,0.75,0.33,1,0.67,0.6,"Côte d'Ivoire"
"7041","wave7",3,0.75,0,0,1,3,0,0,1.5,23,0.5,0.75,0.67,1,0.33,0.4,"Côte d'Ivoire"
"7042","wave7",4,1,1,3,3,2,0,0,1.25,40,0.75,1,0.67,0,0,0.4,"Côte d'Ivoire"
"7043","wave7",4,1,1,3,3,1,0,0,1.25,48,0.75,1,0.33,0,0,0.4,"Côte d'Ivoire"
"7044","wave7",4,1,1,3,3,2,0,0,1.5,40,NA,NA,0.67,0,0.33,0.4,"Côte d'Ivoire"
"7045","wave7",4,1,1,1,1,2,1,0,1,26,0.5,0.75,0.67,1,0.33,0.4,"Côte d'Ivoire"
"7046","wave7",4,1,1,1,1,2,0,1,3.5,22,0.5,0.75,0.67,0,0.67,0.3,"Côte d'Ivoire"
"7047","wave7",4,1,1,1,0,3,1,1,2.25,26,0.5,0.75,0,0,0.67,0.3,"Côte d'Ivoire"
"7048","wave7",0,0,0,2,2,4,0,1,0.75,25,0.75,0.5,0.33,0,0.67,0.3,"Côte d'Ivoire"
"7049","wave7",4,1,1,3,3,2,1,0,1.75,21,1,1,0.33,0,0.33,0.4,"Côte d'Ivoire"
"7050","wave7",NA,NA,NA,2,0,2,1,0,1.25,31,0.75,NA,0.33,0,0.33,0.4,"Côte d'Ivoire"
"7051","wave7",4,1,1,3,3,0,1,0,1.5,29,0.75,0.75,0.67,0,0.33,0.4,"Côte d'Ivoire"
"7052","wave7",4,1,1,3,3,4,0,1,3,18,1,1,0.33,0,0.33,0.8,"Côte d'Ivoire"
"7053","wave7",4,1,1,3,3,0,1,1,0.75,19,0.75,0.75,0.67,0,0.33,0.8,"Côte d'Ivoire"
"7054","wave7",4,1,1,3,3,2,1,1,0.75,49,0.75,0.75,NA,0,NA,0.8,"Côte d'Ivoire"
"7055","wave7",3,0.75,0,3,3,4,0,1,1.25,19,1,1,0,0,0,0.8,"Côte d'Ivoire"
"7056","wave7",4,1,1,3,3,2,0,1,1.5,38,1,1,1,0,0.67,0.3,"Côte d'Ivoire"
"7057","wave7",4,1,1,0,0,3,1,1,4.25,41,0.25,1,0,0,1,0.3,"Côte d'Ivoire"
"7058","wave7",4,1,1,0,0,5,0,1,2.5,60,0.5,0.75,0.33,0,1,0.3,"Côte d'Ivoire"
"7059","wave7",4,1,1,3,3,2,1,1,2.25,32,0.5,0.5,0,0,0.67,0.8,"Côte d'Ivoire"
"7060","wave7",3,0.75,0,0,3,0,0,1,1.5,34,0.75,0.25,1,1,1,0.5,"Côte d'Ivoire"
"7061","wave7",3,0.75,0,3,3,4,1,1,3.25,38,0.5,0.75,0.67,0,0.33,0.5,"Côte d'Ivoire"
"7062","wave7",4,1,1,3,3,4,0,1,0,20,0.75,0.75,0.33,0,0.33,0.5,"Côte d'Ivoire"
"7063","wave7",4,1,1,3,2,4,1,1,2.5,41,0.75,0.25,0.33,0,0,0.5,"Côte d'Ivoire"
"7064","wave7",4,1,1,3,3,0,1,1,0.5,46,1,0.25,0.67,0,NA,0.3,"Côte d'Ivoire"
"7065","wave7",4,1,1,3,2,2,1,1,1.5,56,0.75,0.75,0.33,0,0.67,0.3,"Côte d'Ivoire"
"7066","wave7",4,1,1,1,3,4,0,0,2.5,41,0.75,0.75,0,0,0.67,0.1,"Côte d'Ivoire"
"7067","wave7",4,1,1,2,2,1,0,1,1.75,50,0.5,0.25,0.67,1,0.33,0.8,"Côte d'Ivoire"
"7068","wave7",4,1,1,3,3,4,1,1,2,18,0.75,1,0,0,1,0.8,"Côte d'Ivoire"
"7069","wave7",4,1,1,3,2,4,0,1,1,48,0.5,1,0.67,0,0.33,0.8,"Côte d'Ivoire"
"7070","wave7",4,1,1,3,3,2,0,1,1,33,0.75,0.75,0,0,0,0.5,"Côte d'Ivoire"
"7071","wave7",4,1,1,2,2,6,1,1,1,51,0.5,0.25,0.33,1,0.33,0.5,"Côte d'Ivoire"
"7072","wave7",3,0.75,0,3,3,2,0,0,4,42,1,0.25,0,0,0,0.1,"Côte d'Ivoire"
"7073","wave7",4,1,1,0,0,2,0,0,2.75,26,0.25,1,0.67,0,0,0.1,"Côte d'Ivoire"
"7074","wave7",3,0.75,0,3,3,3,0,0,3,27,0.5,0.75,NA,0,0.67,0.1,"Côte d'Ivoire"
"7075","wave7",3,0.75,0,3,3,2,1,0,1.75,23,1,0.75,1,1,1,0.1,"Côte d'Ivoire"
"7076","wave7",4,1,1,0,0,2,1,1,1.5,50,0.25,0.25,1,1,0.33,0.5,"Côte d'Ivoire"
"7077","wave7",3,0.75,0,1,1,4,0,1,1.5,27,0.5,1,0.67,0,0.67,0.5,"Côte d'Ivoire"
"7078","wave7",3,0.75,0,2,3,2,1,0,NA,60,0.75,0.75,0,0,0,0.1,"Côte d'Ivoire"
"7079","wave7",3,0.75,0,3,3,0,1,0,2.75,30,0.5,0.75,0.33,0,0.33,0.1,"Côte d'Ivoire"
"7080","wave7",4,1,1,3,3,0,1,0,4,30,1,1,0,0,0.33,0.1,"Côte d'Ivoire"
"7081","wave7",3,0.75,0,2,1,4,1,1,2.25,30,0.5,0.75,0,0,0,0.3,"Côte d'Ivoire"
"7082","wave7",4,1,1,3,3,2,0,1,1.25,19,0.5,0.5,0.33,0,0,0.7,"Côte d'Ivoire"
"7083","wave7",3,0.75,0,1,1,2,0,1,1,20,0.75,0.25,0.67,1,NA,0.7,"Côte d'Ivoire"
"7084","wave7",3,0.75,0,NA,NA,4,0,1,1.5,36,0.5,0.75,0.67,0,0.67,0.7,"Côte d'Ivoire"
"7085","wave7",4,1,1,3,3,4,0,1,1,40,0.75,0.75,0,0,0.33,0.7,"Côte d'Ivoire"
"7086","wave7",4,1,1,3,3,5,0,1,0,21,0.75,0.25,0,0,0,0.3,"Côte d'Ivoire"
"7087","wave7",4,1,1,1,1,6,0,1,1.5,24,0.5,0.75,1,0,1,0.3,"Côte d'Ivoire"
"7088","wave7",4,1,1,2,2,7,0,1,2,31,0.5,0.75,1,0,1,0.3,"Côte d'Ivoire"
"7089","wave7",4,1,1,3,2,5,0,1,3,66,0.75,1,1,0,0.33,0.3,"Côte d'Ivoire"
"7090","wave7",4,1,1,1,1,4,1,1,1.25,35,0.25,0,1,1,0.33,0.7,"Côte d'Ivoire"
"7091","wave7",4,1,1,1,1,5,1,0,1,23,0.5,0.75,0.33,1,1,NA,"Côte d'Ivoire"
"7092","wave7",4,1,1,3,3,4,1,1,0,40,0.75,0.25,0.33,0,0.33,0.7,"Côte d'Ivoire"
"7093","wave7",4,1,1,3,3,4,1,1,2.75,36,0.75,0.25,0.67,0,0.33,0.3,"Côte d'Ivoire"
"7094","wave7",4,1,1,3,3,2,1,1,0.25,38,0.75,0.75,0.33,0,0,0.7,"Côte d'Ivoire"
"7095","wave7",3,0.75,0,3,2,3,1,1,0.75,39,1,0.75,0.67,0,0,0.3,"Côte d'Ivoire"
"7096","wave7",4,1,1,3,1,4,0,0,1.75,31,0.75,1,0.67,1,0.33,NA,"Côte d'Ivoire"
"7097","wave7",4,1,1,1,1,4,1,1,3,22,0.5,0.75,0.67,0,0.33,0.7,"Côte d'Ivoire"
"7098","wave7",4,1,1,2,0,0,1,1,0.5,28,0.5,0.75,1,0,0.67,0.3,"Côte d'Ivoire"
"7099","wave7",3,0.75,0,3,3,4,1,0,2,27,0.5,0.75,NA,0,NA,0.2,"Côte d'Ivoire"
"7100","wave7",4,1,1,2,2,0,0,0,2.25,23,0.5,0.25,0.67,0,0.33,0.2,"Côte d'Ivoire"
"7101","wave7",3,0.75,0,2,2,2,0,0,3.25,29,0.5,0.75,0.33,0,0.33,0.2,"Côte d'Ivoire"
"7102","wave7",NA,NA,NA,3,3,3,1,0,1.75,24,0.75,NA,0,0,0.33,0.2,"Côte d'Ivoire"
"7103","wave7",4,1,1,0,0,7,0,0,1.75,19,0.25,0.25,0.33,0,1,NA,"Côte d'Ivoire"
"7104","wave7",4,1,1,0,0,7,0,0,0.5,39,0.25,1,1,1,1,NA,"Côte d'Ivoire"
"7105","wave7",4,1,1,0,0,5,0,0,0.5,19,0.5,1,0,1,1,NA,"Côte d'Ivoire"
"7106","wave7",4,1,1,0,0,4,1,0,2.75,44,0.25,1,0.67,0,0.33,NA,"Côte d'Ivoire"
"7107","wave7",4,1,1,2,1,4,0,0,1.75,42,0.75,0.25,0.33,0,0.67,0.2,"Côte d'Ivoire"
"7108","wave7",4,1,1,3,2,4,1,0,1.25,25,0.75,0.5,0.33,0,0.67,NA,"Côte d'Ivoire"
"7109","wave7",4,1,1,3,3,3,1,0,1.25,28,0.75,0.75,0.67,0,NA,NA,"Côte d'Ivoire"
"7110","wave7",4,1,1,3,3,0,1,0,2.5,22,0.75,0.75,0.67,0,0,0.2,"Côte d'Ivoire"
"7111","wave7",4,1,1,3,3,3,0,0,3.5,35,0.5,1,0.33,0,0.33,0.2,"Côte d'Ivoire"
"7112","wave7",4,1,1,3,3,5,0,1,1.5,27,1,0.75,1,1,1,0.5,"Côte d'Ivoire"
"7113","wave7",4,1,1,2,2,0,1,1,0.75,53,0.25,0.75,0.33,0,0.33,0.5,"Côte d'Ivoire"
"7114","wave7",4,1,1,3,0,0,0,1,2.5,45,0.75,0.75,0.67,0,0.67,0.5,"Côte d'Ivoire"
"7115","wave7",3,0.75,0,3,3,0,0,1,3.25,34,0.75,0.25,0,0,0,0.5,"Côte d'Ivoire"
"7116","wave7",4,1,1,2,2,5,0,1,2.25,52,0.75,0.25,0.67,0,0.33,0.5,"Côte d'Ivoire"
"7117","wave7",4,1,1,3,3,2,1,0,3,18,0.5,0.75,0.33,1,0,0.5,"Côte d'Ivoire"
"7118","wave7",4,1,1,3,3,0,1,1,1.75,31,NA,0.25,0.67,0,0.67,0.5,"Côte d'Ivoire"
"7119","wave7",4,1,1,3,3,0,1,1,2.5,30,0.75,0,0.67,0,0,0.5,"Côte d'Ivoire"
"7120","wave7",4,1,1,3,3,2,1,1,3.5,32,1,0.25,0.67,0,NA,0.5,"Côte d'Ivoire"
"7121","wave7",4,1,1,NA,1,2,0,0,1.25,22,0.75,0.75,0.33,0,0.67,0.5,"Côte d'Ivoire"
"7122","wave7",4,1,1,1,1,2,0,0,0.5,46,0.75,0.25,0,1,0.33,0.5,"Côte d'Ivoire"
"7123","wave7",4,1,1,3,3,0,1,0,1.5,30,0.75,0.25,0.33,0,0.33,0.5,"Côte d'Ivoire"
"7124","wave7",3,0.75,0,0,0,2,1,0,3.5,26,0.75,1,0.67,0,0.33,0.2,"Côte d'Ivoire"
"7125","wave7",4,1,1,3,3,4,0,0,1.25,31,0.75,1,0,1,0.67,0.5,"Côte d'Ivoire"
"7126","wave7",4,1,1,0,1,0,1,0,2.25,54,0.5,0.75,0.67,1,0.33,0.7,"Côte d'Ivoire"
"7127","wave7",4,1,1,3,3,0,0,0,1.5,20,0.75,0.25,0.33,0,0.33,0.5,"Côte d'Ivoire"
"7128","wave7",4,1,1,3,1,2,1,0,1,23,0.25,0.75,0.33,0,0.33,0.5,"Côte d'Ivoire"
"7129","wave7",4,1,1,2,2,2,1,0,1.5,28,1,0.75,0.67,1,0.33,0.5,"Côte d'Ivoire"
"7130","wave7",4,1,1,0,0,4,0,0,2.5,56,0.25,1,0,0,0.67,0.7,"Côte d'Ivoire"
"7131","wave7",4,1,1,0,0,3,0,0,0.75,65,0.5,0.25,0.33,0,0.33,0.7,"Côte d'Ivoire"
"7132","wave7",4,1,1,0,1,4,1,0,2.75,37,0.5,0.75,0.67,0,0.67,0.7,"Côte d'Ivoire"
"7133","wave7",4,1,1,3,3,3,0,0,1.5,44,0.75,1,1,1,0.67,0.7,"Côte d'Ivoire"
"7134","wave7",4,1,1,2,2,2,1,0,2.25,60,0.75,1,0.33,0,0.33,0.7,"Côte d'Ivoire"
"7135","wave7",NA,NA,NA,3,2,2,1,0,1,40,0.75,0.75,0,0,0.67,0.7,"Côte d'Ivoire"
"7136","wave7",4,1,1,3,3,0,0,0,1.5,70,1,1,0.33,0,0,0.7,"Côte d'Ivoire"
"7137","wave7",4,1,1,1,1,7,1,0,0.25,30,0.75,1,0.67,1,0.33,0.4,"Côte d'Ivoire"
"7138","wave7",4,1,1,3,3,0,0,0,1.75,57,0.75,0.75,0.33,0,0,0.4,"Côte d'Ivoire"
"7139","wave7",4,1,1,3,1,3,1,0,0.75,34,0.75,0.75,0.67,0,0,0.4,"Côte d'Ivoire"
"7140","wave7",4,1,1,3,3,6,0,0,1.25,52,1,0.75,0,0,0,0.4,"Côte d'Ivoire"
"7141","wave7",4,1,1,0,0,4,0,0,0.5,19,0.5,0.75,1,0,0.33,0.4,"Côte d'Ivoire"
"7142","wave7",3,0.75,0,0,0,4,0,0,1.75,54,0.25,0.5,0.33,0,1,0.4,"Côte d'Ivoire"
"7143","wave7",4,1,1,3,3,0,1,0,0.75,30,0.75,0.75,0.33,0,0,0.4,"Côte d'Ivoire"
"7144","wave7",4,1,1,1,1,4,0,0,3.5,34,0,0.75,1,0,0.67,0.4,"Côte d'Ivoire"
"7145","wave7",4,1,1,3,3,2,1,0,0.75,27,1,0.75,0,0,0,0.4,"Côte d'Ivoire"
"7146","wave7",4,1,1,1,0,2,1,0,0.5,53,0.75,1,0.67,0,0.33,0.4,"Côte d'Ivoire"
"7147","wave7",4,1,1,3,2,0,0,0,2.5,48,0.75,0.25,0.33,0,0.33,0.4,"Côte d'Ivoire"
"7148","wave7",4,1,1,3,3,2,0,0,0.75,36,0.75,0.75,1,0,0,0.4,"Côte d'Ivoire"
"7149","wave7",NA,NA,NA,NA,NA,0,1,0,1,53,NA,NA,NA,0,NA,0.4,"Côte d'Ivoire"
"7150","wave7",3,0.75,0,3,0,2,1,0,2.25,38,0.75,0,0,0,0.67,0.4,"Côte d'Ivoire"
"7151","wave7",4,1,1,1,1,4,1,0,3.25,62,0,0,0,0,0.33,0.4,"Côte d'Ivoire"
"7152","wave7",4,1,1,3,NA,0,0,0,1.75,48,NA,0.75,0.33,0,NA,0.4,"Côte d'Ivoire"
"7153","wave7",4,1,1,3,3,0,0,0,3,28,1,0.75,0.33,0,0,0.1,"Côte d'Ivoire"
"7154","wave7",4,1,1,3,3,0,0,0,1.5,18,0.75,0.75,0,0,0.33,0.1,"Côte d'Ivoire"
"7155","wave7",3,0.75,0,3,3,0,1,0,3,40,0.5,0.75,1,1,0.67,0.1,"Côte d'Ivoire"
"7156","wave7",4,1,1,2,2,7,0,0,2.75,35,0.75,0.75,0,1,0.33,0.1,"Côte d'Ivoire"
"7157","wave7",4,1,1,3,3,0,1,0,1.25,25,0.75,0.5,0.33,0,0,0.1,"Côte d'Ivoire"
"7158","wave7",4,1,1,3,3,3,0,0,3,56,0.75,0.75,0.67,1,0.33,0.1,"Côte d'Ivoire"
"7159","wave7",4,1,1,2,0,0,1,0,2.75,42,0.75,0.75,0.67,0,0.67,0.1,"Côte d'Ivoire"
"7160","wave7",4,1,1,3,2,5,1,0,2.5,32,0.75,0.5,0.33,1,0.33,0.1,"Côte d'Ivoire"
"7161","wave7",4,1,1,NA,3,4,0,0,2.5,67,0.5,0.75,0.67,0,0.33,NA,"Côte d'Ivoire"
"7162","wave7",4,1,1,1,NA,0,0,0,0.75,27,NA,NA,NA,0,NA,NA,"Côte d'Ivoire"
"7163","wave7",3,0.75,0,1,1,3,1,0,2,34,0.5,0.75,0.33,0,0.33,NA,"Côte d'Ivoire"
"7164","wave7",4,1,1,3,3,2,0,0,0.75,34,1,0.25,1,0,0.67,NA,"Côte d'Ivoire"
"7165","wave7",NA,NA,NA,3,1,0,1,0,3.25,20,0.25,NA,0.33,0,0.33,NA,"Côte d'Ivoire"
"7166","wave7",4,1,1,3,3,3,0,0,2.25,46,1,1,0,0,0,NA,"Côte d'Ivoire"
"7167","wave7",3,0.75,0,3,3,3,0,0,1.5,39,0.75,0.75,1,0,0.33,NA,"Côte d'Ivoire"
"7168","wave7",4,1,1,1,1,0,1,0,2.75,41,0.5,0,0,0,0.67,NA,"Côte d'Ivoire"
"7169","wave7",4,1,1,3,3,0,1,0,2.25,62,0.75,1,0,0,NA,NA,"Côte d'Ivoire"
"7170","wave7",4,1,1,3,0,3,0,0,1.5,33,1,0,NA,0,NA,NA,"Côte d'Ivoire"
"7171","wave7",4,1,1,1,1,4,1,0,0,21,NA,0.25,NA,0,NA,NA,"Côte d'Ivoire"
"7172","wave7",4,1,1,2,0,0,0,0,1.5,55,0.5,0.25,0.33,0,0.67,NA,"Côte d'Ivoire"
"7173","wave7",3,0.75,0,1,0,5,0,0,1.75,41,0.25,0.5,0.33,1,0.33,NA,"Côte d'Ivoire"
"7174","wave7",4,1,1,2,NA,2,1,0,NA,55,0.5,0.75,NA,0,NA,NA,"Côte d'Ivoire"
"7175","wave7",4,1,1,3,3,2,1,0,1.25,37,0.75,0.75,0.67,0,0,NA,"Côte d'Ivoire"
"7176","wave7",4,1,1,3,2,0,1,0,1.75,45,0.75,0.25,0.67,0,0.33,NA,"Côte d'Ivoire"
"7177","wave7",4,1,1,0,3,3,0,0,2.75,51,0.5,1,0.67,0,0.33,0.4,"Côte d'Ivoire"
"7178","wave7",4,1,1,3,3,0,0,0,2.25,28,0.75,0.75,0.33,0,0.33,0.4,"Côte d'Ivoire"
"7179","wave7",4,1,1,1,1,2,0,0,0.75,47,0.5,0,1,1,1,0.4,"Côte d'Ivoire"
"7180","wave7",4,1,1,3,3,2,0,0,2.5,36,1,0.25,0,0,0.67,0.4,"Côte d'Ivoire"
"7181","wave7",4,1,1,3,3,2,1,0,1.75,47,0.75,0.25,0.33,0,0,0.4,"Côte d'Ivoire"
"7182","wave7",4,1,1,3,3,2,1,0,2,63,0.5,0.25,0.33,0,0,0.4,"Côte d'Ivoire"
"7183","wave7",4,1,1,2,2,3,1,0,2.75,52,0.5,0.25,0,0,0.33,0.4,"Côte d'Ivoire"
"7184","wave7",3,0.75,0,1,0,0,1,0,3.75,55,0.75,0.25,1,1,0.67,0.4,"Côte d'Ivoire"
"7185","wave7",4,1,1,0,0,2,1,0,2,36,0.5,0,0.33,0,0.67,0.5,"Côte d'Ivoire"
"7186","wave7",3,0.75,0,3,1,4,0,0,1.5,41,0.75,0,0.67,0,0.33,0.5,"Côte d'Ivoire"
"7187","wave7",4,1,1,0,0,2,1,0,1,28,0.5,0.75,0,0,0.33,0.5,"Côte d'Ivoire"
"7188","wave7",4,1,1,0,0,4,0,0,2.75,30,0,0.75,0.67,0,NA,0.5,"Côte d'Ivoire"
"7189","wave7",4,1,1,0,0,2,0,0,1.5,34,0.5,0,0,0,0.67,0.5,"Côte d'Ivoire"
"7190","wave7",4,1,1,3,3,4,0,0,0.25,36,0.5,0.5,0.67,0,NA,0.5,"Côte d'Ivoire"
"7191","wave7",NA,NA,NA,0,0,2,1,0,2.5,30,NA,0.25,NA,0,1,0.5,"Côte d'Ivoire"
"7192","wave7",4,1,1,2,1,7,1,0,2.25,36,0.5,0.25,0.33,0,0.33,0.5,"Côte d'Ivoire"
"7193","wave7",4,1,1,1,1,2,0,1,2,30,NA,0.25,0.33,0,0.67,0.6,"Côte d'Ivoire"
"7194","wave7",3,0.75,0,3,3,0,1,1,0.75,30,1,0,0,1,0.67,0.6,"Côte d'Ivoire"
"7195","wave7",3,0.75,0,3,0,3,1,1,2.75,32,0.5,0.75,0.33,0,0.33,0.6,"Côte d'Ivoire"
"7196","wave7",4,1,1,3,NA,0,1,1,3,32,NA,NA,NA,0,0.33,0.6,"Côte d'Ivoire"
"7197","wave7",4,1,1,0,0,4,0,1,1.75,49,0.5,0.25,0.33,1,1,0.6,"Côte d'Ivoire"
"7198","wave7",4,1,1,3,0,2,0,1,1.25,36,NA,0.75,0.33,0,0.33,0.6,"Côte d'Ivoire"
